user_id,age_group,activity_level,preferred_categories,like_probability,comment_probability,share_probability,session_length,videos_per_session,join_date
user_000023,young_adult,low,"['News', 'Nonprofits & Activism', 'Comedy']",0.37593464248989394,0.014494163665643904,0.1582444668839672,4.1499991543722,9,2022-12-03
user_000024,senior,low,"['Sports', 'Autos & Vehicles', 'Pets & Animals']",0.5261261746936157,0.09774794868466545,0.07254764762714261,0.7215513634423655,4,2020-11-30
user_000025,adult,medium,"['Travel & Events', 'Entertainment', 'Sports']",0.3869891186405453,0.018583594306882664,0.036621513788799985,9.588159838104296,6,2023-01-31
user_000026,teen,medium,"['News & Politics', 'Nonprofits & Activism', 'Science & Technology']",0.2621970598110122,0.013445429925457789,0.0030828408830345937,5.316027388597916,4,2020-11-27
user_000027,adult,low,"['Entertainment', 'Travel & Events', 'Science & Technology']",0.3556149087080374,0.2095476106097756,0.10048300384219006,1.6003713512179534,3,2020-11-17
user_000028,young_adult,medium,"['Pets & Animals', 'Sports', 'Science & Technology']",0.26743792328468946,0.011315267647020113,0.08973954590899706,0.521539737805252,3,2023-06-12
user_000029,senior,low,"['Nonprofits & Activism', 'Science & Technology', 'Music']",0.41820934540612825,0.10244313832572285,0.004437017964563168,2.885176929411905,6,2020-05-04
user_000030,young_adult,low,"['Nonprofits & Activism', 'Entertainment', 'Science & Technology']",0.22251653339194294,0.10310806443132887,0.16854780586901225,8.72694310522208,7,2020-11-14
user_000031,adult,medium,"['News', 'People & Blogs', 'Nonprofits & Activism']",0.08763781525092658,0.0009852028038678945,0.09957135745411627,19.740867590884264,6,2020-08-30
user_000032,adult,low,"['Travel & Events', 'News', 'Nonprofits & Activism']",0.2614526534886051,0.03669427037993722,0.04301038488974814,5.195677429821395,5,2023-04-10
user_000033,adult,medium,"['Music', 'Education', 'Science & Technology']",0.19942505234974742,0.07808870843476894,0.08157955907694771,20.669157851272182,5,2021-04-01
user_000034,teen,medium,"['News & Politics', 'Music', 'Howto & Style']",0.3360001760760084,0.06204542971616168,0.020708559948223678,8.805892285372233,8,2020-09-27
user_000035,young_adult,high,"['Music', 'People & Blogs', 'Entertainment']",0.5801670800679275,0.03424431545753198,0.02782653472922748,2.20914191936834,4,2023-07-07
user_000036,senior,medium,"['News', 'Comedy', 'News & Politics']",0.21199825121014026,0.15562165152436128,0.10208881820548804,30.584833474160902,4,2022-02-22
user_000037,adult,medium,"['Howto & Style', 'Music', 'Pets & Animals']",0.25240689781698444,0.04457077150716745,0.0736389404816277,7.328141417681016,5,2023-04-19
user_000038,young_adult,medium,"['Sports', 'Pets & Animals', 'Comedy']",0.2618313455048445,0.13239340593507148,0.0627460817586179,11.226224951827852,1,2021-02-23
user_000039,adult,high,"['News', 'Howto & Style', 'Pets & Animals']",0.2725145502019951,0.024375644467801043,0.11835938447106567,4.039899279873618,2,2023-05-29
user_000040,senior,medium,"['Autos & Vehicles', 'Entertainment', 'Sports']",0.32498753998620766,0.11478200768925394,0.0034171828425054933,27.40002222957939,6,2021-02-04
user_000041,senior,medium,"['Autos & Vehicles', 'Music', 'News']",0.24208203141552861,0.06596354723073419,0.017316224508710572,38.02001568277256,3,2022-08-09
user_000042,young_adult,medium,"['Pets & Animals', 'Autos & Vehicles', 'Education']",0.4590722194507437,0.013887953734430367,0.04137177069462355,5.037034328533311,6,2023-04-18
user_000043,young_adult,low,"['Science & Technology', 'Howto & Style', 'People & Blogs']",0.4901276771591554,0.10838790491140671,0.11467051337952876,6.062043008806273,4,2020-12-26
user_000044,young_adult,high,"['News & Politics', 'Entertainment', 'Comedy']",0.406880422059542,0.017804446502705018,0.017143545097921282,5.103003915863951,8,2022-01-20
user_000045,adult,low,"['Howto & Style', 'News & Politics', 'Autos & Vehicles']",0.5005327441523382,0.012345451926117362,0.012843377667337154,10.21441673337353,6,2020-08-26
user_000046,young_adult,high,"['Autos & Vehicles', 'Pets & Animals', 'Entertainment']",0.4768120059603675,0.05104692917330776,0.056021201135863556,12.436857222350778,5,2022-05-04
user_000047,senior,low,"['Entertainment', 'Pets & Animals', 'Science & Technology']",0.3918288702256336,0.10426796927186534,0.01872603129988351,3.5513073693308095,3,2023-11-07
user_000048,young_adult,medium,"['Howto & Style', 'Comedy', 'Entertainment']",0.28193220373912964,0.09807261545880298,0.019793380806780156,2.4311749822075,5,2022-08-07
user_000049,adult,high,"['Autos & Vehicles', 'Music', 'News']",0.05733242499830093,0.06149228756182881,0.06384744254760417,7.7036098996255555,9,2020-08-05
user_000050,adult,low,"['Music', 'Autos & Vehicles', 'News & Politics']",0.3006475924232095,0.03255085506380289,0.017615214462614402,29.725411508844893,4,2020-09-21
user_000051,adult,low,"['People & Blogs', 'Sports', 'Howto & Style']",0.14956875648098705,0.11139447076447223,0.0878871166424515,3.135302247922627,7,2020-12-09
user_000052,senior,medium,"['Education', 'Nonprofits & Activism', 'News']",0.1444527263879785,0.12800903723928145,0.023372598607977416,4.393589771094823,7,2021-05-16
user_000053,adult,medium,"['Nonprofits & Activism', 'Autos & Vehicles', 'Pets & Animals']",0.06485645178879001,0.3905777455389748,0.07151323736682492,2.2484440828371133,1,2021-03-15
user_000054,senior,medium,"['News', 'Nonprofits & Activism', 'Sports']",0.26320753479206777,0.1294641717149975,0.00628900596304993,2.3239081821408676,7,2023-02-21
user_000055,adult,medium,"['News', 'Nonprofits & Activism', 'Comedy']",0.05711758071966399,0.0028400114261394782,0.012462422383220447,12.764802847091469,5,2023-04-25
user_000056,young_adult,high,"['Autos & Vehicles', 'People & Blogs', 'Music']",0.00511378897355696,0.015709840166850966,0.0024687855802924077,3.7111182453231635,5,2020-06-26
user_000057,young_adult,low,"['People & Blogs', 'Autos & Vehicles', 'Sports']",0.29497720757526624,0.02945932312867318,0.035370764488881865,2.311028916152744,4,2022-09-21
user_000058,young_adult,medium,"['Science & Technology', 'Entertainment', 'People & Blogs']",0.018447881679654714,0.07424535569178524,0.03883001649667959,3.080770166925952,9,2023-08-09
user_000059,young_adult,medium,"['Travel & Events', 'Comedy', 'Autos & Vehicles']",0.18193902658023667,0.10380668314263371,0.03416018048003368,9.353607823977402,7,2021-09-11
user_000060,teen,medium,"['Howto & Style', 'Entertainment', 'Travel & Events']",0.22309293554991336,0.16052134134061333,0.017095370744366914,9.665784503188776,6,2021-06-27
user_000061,young_adult,medium,"['Music', 'Pets & Animals', 'Comedy']",0.06657935079165653,0.11086487344758096,0.05781072094238142,22.755312726948876,5,2023-11-10
user_000062,young_adult,low,"['Education', 'Sports', 'Nonprofits & Activism']",0.09383757246862347,0.04939382766624611,0.014879278570274058,3.156549642555879,5,2023-02-18
user_000063,adult,low,"['Music', 'Pets & Animals', 'Science & Technology']",0.41610132240786163,0.048750158629807076,0.022889645175420054,1.606959180588405,5,2022-04-26
user_000064,adult,medium,"['Howto & Style', 'Education', 'Music']",0.35603439395299297,0.046316802535844664,0.024025325297916074,6.454367957793005,8,2021-08-21
user_000065,adult,low,"['Pets & Animals', 'Entertainment', 'Music']",0.5083861662172269,0.022156192110382687,0.01082609348270962,2.293509470419159,3,2021-09-29
user_000066,adult,medium,"['News', 'People & Blogs', 'Comedy']",0.005222556391721393,0.03408070914269759,0.033146265963258315,7.286187712772928,6,2022-08-27
user_000067,senior,medium,"['Entertainment', 'Education', 'People & Blogs']",0.47356699518866957,0.11295758305993603,0.013757881879967671,9.030151974391346,4,2022-10-30
user_000068,adult,low,"['Pets & Animals', 'People & Blogs', 'Education']",0.3718771823961468,0.03926711033473984,0.035022946265768386,3.3228006391970193,7,2021-10-20
user_000069,senior,medium,"['Autos & Vehicles', 'Howto & Style', 'Music']",0.5298123212089787,0.054654932138933666,0.056377507944983384,15.885237426115975,7,2023-12-06
user_000070,teen,low,"['Autos & Vehicles', 'Sports', 'News & Politics']",0.3435607154786094,0.03928582148191059,0.19517938022533005,10.628573000575807,1,2023-04-16
user_000071,young_adult,low,"['Science & Technology', 'Pets & Animals', 'News & Politics']",0.24164294136562833,0.14752338980408528,0.004836615673626855,4.061824227299439,9,2020-02-15
user_000072,adult,low,"['Howto & Style', 'Autos & Vehicles', 'Sports']",0.579025979636679,0.05463060972997266,0.09284857645539824,4.079055323402226,3,2020-09-03
user_000073,young_adult,low,"['Sports', 'Travel & Events', 'News & Politics']",0.20913352297929916,0.08936435642122059,0.04237648721729933,13.057457757020446,4,2021-01-19
user_000074,teen,medium,"['Travel & Events', 'Sports', 'Science & Technology']",0.6240734949837113,0.26755826271907324,0.04148026814096071,16.363800634325433,5,2021-12-14
user_000075,adult,medium,"['Travel & Events', 'Pets & Animals', 'Entertainment']",0.28773495212917505,0.1662435807255447,0.057522967289066564,15.29184755766453,6,2023-07-25
user_000076,teen,low,"['Education', 'Comedy', 'Sports']",0.07063657603760384,0.20122858447958133,0.09242476514874505,16.045773326684976,3,2021-02-09
user_000077,adult,low,"['Education', 'Music', 'Entertainment']",0.2616669329873216,0.0479038324545281,0.016539368622772443,8.540910898135339,4,2020-06-25
user_000078,young_adult,medium,"['News', 'Entertainment', 'Education']",0.16214412812539328,0.09527639676840279,0.10458454220955118,3.508595423948364,1,2021-03-06
user_000079,young_adult,medium,"['People & Blogs', 'Travel & Events', 'Sports']",0.6232215670133611,0.09585924324116937,0.0949392598797951,1.198046209718325,6,2021-09-20
user_000080,teen,high,"['Howto & Style', 'News', 'Music']",0.10531505162493786,0.07569379250390444,0.009169582393376615,11.22548992401386,4,2021-04-02
user_000081,teen,medium,"['Nonprofits & Activism', 'Science & Technology', 'News & Politics']",0.3790581965984489,0.14768839392645774,0.021845677234922204,21.375263246005904,6,2020-08-29
user_000082,adult,high,"['Science & Technology', 'Howto & Style', 'Entertainment']",0.23290939038550526,0.07735252264196417,0.13774795778038204,11.795205929591496,5,2023-07-04
user_000083,senior,low,"['Nonprofits & Activism', 'Howto & Style', 'Science & Technology']",0.7008444618622631,0.12166271186850587,0.036665192464119756,6.641572173394549,2,2022-07-23
user_000084,young_adult,low,"['News & Politics', 'Education', 'Nonprofits & Activism']",0.5933791554543353,0.05181103952701249,0.11538604717834122,12.342954569641703,3,2020-07-27
user_000085,adult,medium,"['Comedy', 'Howto & Style', 'News']",0.5808711948373478,0.09864782834353256,0.07311611587172512,2.3024899191646466,6,2021-01-23
user_000086,teen,medium,"['Entertainment', 'Education', 'Sports']",0.6891515780488372,0.0872897789782702,0.04662348000428431,2.791150287510232,6,2021-02-19
user_000087,teen,medium,"['Autos & Vehicles', 'People & Blogs', 'Pets & Animals']",0.2180737189555084,0.23566030990854014,0.09010604328131383,1.1279923509610517,3,2022-04-04
user_000088,senior,high,"['Sports', 'Nonprofits & Activism', 'Entertainment']",0.09774500207593653,0.00557546360967056,0.2467773558497856,7.514922543576327,3,2023-01-25
user_000089,young_adult,high,"['Comedy', 'Travel & Events', 'Pets & Animals']",0.18729873564487104,0.055777294770411635,0.007903323837952829,3.0695076171778717,1,2022-01-23
user_000090,young_adult,high,"['Travel & Events', 'Autos & Vehicles', 'Pets & Animals']",0.03422171377002406,0.04820382477376274,0.046880891828224934,22.518150990179898,4,2023-01-29
user_000091,adult,low,"['Comedy', 'Travel & Events', 'People & Blogs']",0.2833102113314765,0.16123741469723307,0.021751828831354285,6.664168834488144,9,2021-06-17
user_000092,young_adult,low,"['News & Politics', 'Sports', 'Entertainment']",0.038700645436240945,0.008692406207645532,0.05627646999356332,16.006795682981828,2,2023-01-16
user_000093,young_adult,high,"['Education', 'News & Politics', 'Pets & Animals']",0.36431767148832245,0.1810710169987939,0.009698228700620742,7.75208194987233,3,2022-06-27
user_000094,senior,low,"['Autos & Vehicles', 'Comedy', 'Education']",0.338642571902478,0.3647469069368196,0.07133899065920438,10.48132392211583,4,2020-09-16
user_000095,adult,high,"['Travel & Events', 'Music', 'Science & Technology']",0.7568061140655583,0.3673974847495206,0.0328703854251821,5.619843990189967,5,2023-10-28
user_000096,teen,medium,"['Autos & Vehicles', 'News & Politics', 'Entertainment']",0.41531931040099607,0.0553784189494458,0.008361957854461864,4.260041083736979,3,2023-10-05
user_000097,adult,medium,"['Entertainment', 'Howto & Style', 'News & Politics']",0.15769262919550253,0.024909093086601965,5.083098304937943e-07,0.5721418188635055,4,2020-01-03
user_000098,adult,high,"['News', 'Travel & Events', 'Music']",0.303369599843127,0.3458576305843902,0.038977116269799925,44.79805881372774,4,2021-01-22
user_000099,adult,low,"['Sports', 'Music', 'Autos & Vehicles']",0.3594538164583664,0.1600812988148498,0.007424227860461707,18.9582302551524,2,2022-08-29
user_000100,young_adult,low,"['Howto & Style', 'Nonprofits & Activism', 'Autos & Vehicles']",0.18368037191125047,0.1552774838874412,0.07134160129034048,0.7168864633345705,6,2023-07-07
user_000101,adult,medium,"['Education', 'News', 'Music']",0.5476101792468772,0.0024311335000742674,0.009225072359780765,6.440755365991758,4,2021-05-01
user_000102,adult,low,"['Howto & Style', 'News', 'Sports']",0.2666448365317513,0.2869152504818762,0.17628809371776463,33.56883056446377,5,2021-12-06
user_000103,young_adult,low,"['Nonprofits & Activism', 'Sports', 'News & Politics']",0.24864322435843986,0.09855741007122017,0.034180283075800295,62.58709638369313,3,2020-09-11
user_000104,teen,medium,"['Nonprofits & Activism', 'Music', 'Pets & Animals']",0.37590452810547115,0.019976344125676598,0.00891210510852471,40.43243933643456,7,2023-12-25
user_000105,young_adult,medium,"['People & Blogs', 'Entertainment', 'Travel & Events']",0.2841394568957884,0.019804850518782405,0.06138682535616433,2.383539073211304,6,2023-12-12
user_000106,young_adult,medium,"['Travel & Events', 'People & Blogs', 'Howto & Style']",0.4429531436669391,0.09614951549764628,0.026240994154996984,11.770354226644569,4,2020-11-02
user_000107,young_adult,medium,"['People & Blogs', 'Education', 'Travel & Events']",0.4037802338647909,0.025585330942753726,0.007957317012236958,25.65348887118198,8,2023-10-06
user_000108,senior,low,"['Education', 'Autos & Vehicles', 'Science & Technology']",0.2710671221927038,0.02467367838809606,0.011647011403894179,19.605629009076505,3,2020-08-29
user_000109,senior,low,"['News & Politics', 'Pets & Animals', 'Howto & Style']",0.30359068166708536,0.030645006193891888,0.06909358443655791,12.611752106508748,6,2021-05-07
user_000110,teen,medium,"['Nonprofits & Activism', 'Science & Technology', 'Education']",0.7475416808203147,0.020327825858790515,0.08382896422238185,22.119713706160027,5,2021-07-20
user_000111,adult,high,"['Comedy', 'People & Blogs', 'Howto & Style']",0.15568129844941025,0.22766150228352375,0.028243669705885103,5.566310747638474,3,2021-05-25
user_000112,senior,low,"['People & Blogs', 'Howto & Style', 'Autos & Vehicles']",0.17420404077010232,0.11313384760893468,0.09092296233753631,9.000609215273021,8,2020-10-22
user_000113,young_adult,low,"['Comedy', 'Pets & Animals', 'Howto & Style']",0.2317253503165442,0.2965364963805645,0.02355962148127686,4.016585530399593,7,2020-05-09
user_000114,adult,low,"['Comedy', 'Nonprofits & Activism', 'Sports']",0.12864279671676707,0.0733163484298438,0.07653499441371464,85.58070072929257,6,2020-04-27
user_000115,young_adult,low,"['Entertainment', 'Autos & Vehicles', 'News']",0.1430248854176819,0.12611509675589513,0.005305206205184806,48.130564939539326,6,2023-06-11
user_000116,young_adult,high,"['Science & Technology', 'Nonprofits & Activism', 'News & Politics']",0.3244696814537137,0.01196894278696241,0.04161440396770529,19.155663090463385,1,2023-02-11
user_000117,adult,medium,"['Nonprofits & Activism', 'Music', 'Pets & Animals']",0.4090802724756593,0.009530308955115798,0.055607568940905974,15.463630271009603,8,2020-10-19
user_000118,young_adult,medium,"['Entertainment', 'People & Blogs', 'Sports']",0.5831641594992607,0.02332603322932057,0.003972741561443274,10.31582433988728,2,2020-08-15
user_000119,young_adult,medium,"['Entertainment', 'People & Blogs', 'Sports']",0.20038178959609707,0.04127290805822912,0.01760950862641726,6.678952895680913,5,2021-05-21
user_000120,adult,high,"['Howto & Style', 'News', 'Entertainment']",0.1454381844637113,0.04827276001795774,0.023890991407857186,5.792801468663298,6,2022-03-17
user_000121,young_adult,medium,"['News & Politics', 'Education', 'Nonprofits & Activism']",0.282501722452872,0.15349710588720167,0.09439272812401017,17.03779460125138,1,2022-01-29
user_000122,adult,medium,"['News', 'People & Blogs', 'Pets & Animals']",0.24890820206154232,0.1941307299237011,0.04170709402443198,15.52036145913299,10,2022-08-02
user_000123,young_adult,medium,"['People & Blogs', 'News', 'Sports']",0.42063629521327134,0.006016749333913843,0.00857748608447397,15.651694212580246,6,2022-09-15
user_000124,adult,high,"['Science & Technology', 'Travel & Events', 'Education']",0.32061019630162185,0.08244767619642006,0.10875013415020425,2.821625021925273,3,2022-06-28
user_000125,senior,low,"['Pets & Animals', 'Comedy', 'Howto & Style']",0.09499989445046557,0.05698895996646241,0.14514501106533936,17.35374897512562,6,2022-11-12
user_000126,senior,low,"['Comedy', 'Howto & Style', 'Autos & Vehicles']",0.2739032739224209,0.011493637126546993,0.06137442766499682,1.2146339292337491,2,2020-01-23
user_000127,adult,low,"['News', 'Howto & Style', 'Autos & Vehicles']",0.4502206058181732,0.017488894516278497,0.01174584713833206,3.7455148234541764,3,2020-09-08
user_000128,adult,low,"['News & Politics', 'Travel & Events', 'Education']",0.31282605788383694,0.0719574805616058,0.07722956091518662,8.506605391231638,2,2020-08-15
user_000129,adult,low,"['Autos & Vehicles', 'News', 'Nonprofits & Activism']",0.16318531701432484,0.05990136950825984,0.07235973260689348,21.993552714806633,5,2022-10-09
user_000130,adult,low,"['Education', 'Entertainment', 'Howto & Style']",0.31248734281748825,0.018425584540275427,0.028945430169299156,8.611529913308509,9,2021-08-11
user_000131,adult,medium,"['Education', 'People & Blogs', 'News & Politics']",0.6227910840895341,0.036634011718292586,0.01176603571234715,19.89977158857494,6,2021-10-05
user_000132,teen,low,"['Comedy', 'Travel & Events', 'Howto & Style']",0.07568863659634868,0.05854017315097951,0.07216674890649578,6.084416729482552,1,2022-08-24
user_000133,adult,low,"['Comedy', 'Science & Technology', 'Nonprofits & Activism']",0.18307693023821453,0.24669850194332452,0.1489518182162806,21.01285825881494,3,2020-03-31
user_000134,adult,medium,"['People & Blogs', 'Nonprofits & Activism', 'Travel & Events']",0.05735990723587849,0.09114000158782663,0.029149769454940206,1.7201170158883659,6,2020-07-02
user_000135,young_adult,high,"['News & Politics', 'Autos & Vehicles', 'Travel & Events']",0.27594050124490843,0.1747056972285015,0.034893907823615976,59.22061032998896,2,2021-10-11
user_000136,adult,low,"['News & Politics', 'Entertainment', 'Travel & Events']",0.6241118330017823,0.1749578498250875,0.06383386089076819,2.851039370673575,4,2023-11-30
user_000137,adult,high,"['Pets & Animals', 'Music', 'Howto & Style']",0.22361558741181148,0.02150823505830466,0.06157083966413111,2.7514461855379664,3,2023-09-18
user_000138,young_adult,medium,"['Howto & Style', 'Entertainment', 'Travel & Events']",0.385419102559817,0.0691368104142823,0.01149733595433756,17.834292329598853,8,2023-09-11
user_000139,young_adult,low,"['People & Blogs', 'Science & Technology', 'Sports']",0.3035590118099166,0.037526840647531964,0.12892950579311985,8.828902676349806,10,2021-12-01
user_000140,teen,low,"['Travel & Events', 'Howto & Style', 'Sports']",0.29517677989435065,0.03400366390684323,0.05186359209464226,20.816056636518024,5,2021-02-19
user_000141,young_adult,medium,"['Howto & Style', 'News & Politics', 'Autos & Vehicles']",0.3674650159311769,0.036047414383473315,0.08025637182790478,4.098939772558605,7,2022-07-24
user_000142,young_adult,low,"['Sports', 'Comedy', 'Education']",0.07765506645751091,0.25102775258245924,0.019030256130394486,11.339777670997153,3,2020-08-24
user_000143,adult,high,"['News & Politics', 'Pets & Animals', 'News']",0.25936691893397207,0.014269065067199953,0.0674734331227817,32.798391356983004,3,2020-10-31
user_000144,teen,medium,"['Entertainment', 'News & Politics', 'Howto & Style']",0.10407705623522434,0.08593249347846167,0.029847135666835126,9.742484267269901,5,2020-10-11
user_000145,adult,low,"['News & Politics', 'Education', 'Music']",0.11603600325909766,0.002800206441339182,0.02391616729740339,4.262623079136345,5,2023-04-12
user_000146,adult,medium,"['Nonprofits & Activism', 'Travel & Events', 'Education']",0.26803765170587546,0.09163912973582251,0.07233409371680667,12.980652169319994,4,2020-07-27
user_000147,adult,low,"['News', 'News & Politics', 'Howto & Style']",0.31288087853986074,0.026910633862258785,0.07606451696647278,7.823533878967835,10,2020-03-27
user_000148,adult,medium,"['Pets & Animals', 'Travel & Events', 'Entertainment']",0.264340547930429,0.040330631388991026,0.004625137792794161,4.326172869987687,4,2021-05-25
user_000149,adult,high,"['Music', 'Education', 'Comedy']",0.7332807247629912,0.16521119831745,0.02886243615686542,12.215978494660817,4,2020-08-19
user_000150,senior,high,"['Education', 'Autos & Vehicles', 'Sports']",0.02866640783428394,0.07125086348566465,0.009161934640762327,3.9586429916974493,7,2021-01-16
user_000151,young_adult,medium,"['Pets & Animals', 'Science & Technology', 'Education']",0.1884591391579369,0.008703661587071329,0.053310849157209475,2.570432535479967,6,2021-04-23
user_000152,young_adult,low,"['Music', 'Comedy', 'People & Blogs']",0.20277257060827866,0.0011372003263570227,0.03660635229525504,5.424068548974407,6,2023-07-17
user_000153,adult,low,"['Pets & Animals', 'Sports', 'Education']",0.17949627371970864,0.16019128523828494,0.009375301777469662,12.931943261598251,6,2022-09-07
user_000154,adult,medium,"['Science & Technology', 'Music', 'News & Politics']",0.290556590160641,0.15685386150310793,0.05949288560031652,3.5125363614946696,5,2023-04-01
user_000155,teen,medium,"['Science & Technology', 'News', 'Howto & Style']",0.21744376035803423,0.031805712084660216,0.0002725164115573475,9.4842684729439,8,2022-08-02
user_000156,adult,medium,"['Comedy', 'Nonprofits & Activism', 'Sports']",0.10759102898676881,0.11497358741256193,0.19452173628247868,0.6719987012465646,3,2022-06-12
user_000157,young_adult,low,"['Music', 'Nonprofits & Activism', 'Travel & Events']",0.24229624633184865,0.038865742132589226,0.029898174725939107,5.932937463597459,3,2023-06-22
user_000158,adult,medium,"['Travel & Events', 'Autos & Vehicles', 'Science & Technology']",0.3117705585659728,0.3502253473312624,0.12521953362069665,6.300555271545539,2,2023-08-28
user_000159,adult,medium,"['People & Blogs', 'Nonprofits & Activism', 'Howto & Style']",0.30421870887415736,0.10159494793762643,0.05680767893450409,38.93954815563306,6,2020-02-25
user_000160,adult,low,"['Howto & Style', 'Comedy', 'People & Blogs']",0.364461866804837,0.04808235726708622,3.9049711741009986e-05,3.3539963023838264,3,2021-09-01
user_000161,young_adult,high,"['Comedy', 'Science & Technology', 'Howto & Style']",0.5865302344726809,0.1535500279314009,0.08803204004409228,6.737295862050931,4,2020-06-17
user_000162,adult,medium,"['Comedy', 'People & Blogs', 'Entertainment']",0.05101451678004289,0.04632045913207561,0.03599514650120301,2.857771272682835,5,2021-01-15
user_000163,senior,medium,"['Science & Technology', 'Entertainment', 'People & Blogs']",0.5302447090641763,0.015186317741059791,0.018292599512392843,1.8186453891380823,4,2020-10-14
user_000164,young_adult,low,"['Howto & Style', 'Entertainment', 'Autos & Vehicles']",0.5509180522528813,0.17257184187944058,0.030963581970273678,9.224689296582273,5,2020-06-11
user_000165,adult,medium,"['Entertainment', 'People & Blogs', 'Education']",0.5976279785198533,0.012466816917635456,0.04376878736736762,7.326015000971869,4,2021-01-17
user_000166,adult,high,"['Music', 'Howto & Style', 'News']",0.0472503118817514,0.17735327110503768,0.058876909362419995,10.801010001186565,3,2022-12-29
user_000167,young_adult,medium,"['Music', 'Entertainment', 'People & Blogs']",0.20721791870967513,0.09810385607882621,0.005535374319327047,19.303854602023083,8,2022-08-04
user_000168,teen,high,"['Music', 'Nonprofits & Activism', 'News & Politics']",0.21953825704247557,0.20932382909628924,0.07098742105639957,1.18011122642713,7,2020-05-15
user_000169,adult,high,"['News', 'Science & Technology', 'Autos & Vehicles']",0.21828794230691448,0.13672572971217517,0.001612638474651729,1.5127033394281348,5,2022-01-09
user_000170,senior,medium,"['Music', 'People & Blogs', 'Nonprofits & Activism']",0.39336648535973096,0.0013853457504641974,0.07743088441949214,7.162051849376924,5,2020-06-03
user_000171,adult,low,"['Science & Technology', 'Howto & Style', 'Entertainment']",0.4667587510478546,0.0022452849787873317,0.028046025116507705,5.605119434571021,8,2021-10-27
