interaction_count,total_watch_hours,avg_engagement,watch_time_ratio,has_like,has_comment,has_share
1,0.04913888888888889,0.784,0.461,1,0,0
1,0.07477777777777778,0.88,0.701,0,0,0
1,0.05186111111111111,0.794,0.486,0,0,0
1,0.017972222222222223,0.967,0.169,0,1,0
1,0.0806388888888889,0.902,0.756,1,0,0
1,0.024055555555555552,0.39,0.226,0,0,0
1,0.03152777777777778,0.718,0.295,0,0,0
1,0.01788888888888889,0.367,0.168,0,0,0
1,0.04066666666666667,0.452,0.381,0,0,0
1,0.06875,1.158,0.644,1,0,0
1,0.012055555555555555,0.645,0.113,0,0,0
1,0.08094444444444444,0.904,0.759,0,0,0
1,0.07155555555555557,0.868,0.671,0,0,0
1,0.01647222222222222,0.662,0.155,0,1,0
1,0.025138888888888888,0.394,0.236,0,0,0
1,0.030555555555555555,1.015,0.287,1,0,0
1,0.050833333333333335,0.791,0.476,0,0,0
1,0.03175,0.419,0.298,0,0,0
1,0.041694444444444444,0.756,0.391,1,0,0
1,0.042666666666666665,0.76,0.4,0,0,0
1,0.03994444444444445,0.75,0.375,0,0,0
1,0.009972222222222223,0.637,0.094,0,0,0
1,0.03338888888888889,0.425,0.313,0,0,0
1,0.020277777777777777,1.014,0.285,1,0,0
1,0.03872222222222222,0.818,0.545,0,0,1
1,0.042444444444444444,0.539,0.597,0,0,0
1,0.003611111111111111,0.32,0.051,0,0,0
1,0.02022222222222222,0.714,0.284,1,0,0
1,0.014249999999999999,0.38,0.2,0,0,0
1,0.021555555555555553,0.421,0.303,0,0,0
1,0.02647222222222222,0.749,0.372,0,0,0
1,0.03730555555555556,0.81,0.525,1,0,0
1,0.014138888888888888,0.379,0.199,0,0,0
1,0.03066666666666667,0.773,0.431,0,0,1
1,0.020666666666666667,0.416,0.29,0,0,0
1,0.03811111111111111,0.514,0.536,0,0,0
1,0.028722222222222225,0.462,0.404,0,0,0
1,0.028194444444444446,1.059,0.396,0,0,1
1,0.05225,0.594,0.735,0,0,0
1,0.03658333333333333,0.506,0.514,0,0,0
1,0.00911111111111111,0.651,0.128,1,0,0
1,0.05086111111111111,0.886,0.715,1,0,0
1,0.004361111111111111,0.625,0.061,0,0,0
1,0.014916666666666667,0.984,0.21,1,0,0
1,0.03877777777777778,0.518,0.545,0,0,0
1,0.04986111111111111,0.581,0.701,0,0,0
1,0.014277777777777778,0.68,0.201,0,0,0
1,0.03247222222222222,0.483,0.457,0,0,0
1,0.008472222222222223,0.348,0.119,0,0,0
1,0.03944444444444444,0.822,0.555,1,0,0
1,0.034694444444444444,0.795,0.488,0,0,0
1,0.04588888888888889,0.858,0.645,0,0,0
1,0.02486111111111111,0.74,0.35,0,0,0
1,0.04541666666666667,0.555,0.639,0,0,0
1,0.04072222222222222,0.829,0.573,0,0,0
1,0.056666666666666664,0.619,0.797,0,0,0
1,0.04544444444444444,0.856,0.639,1,0,0
1,0.049749999999999996,1.48,0.7,1,1,0
1,0.03261111111111111,0.783,0.458,0,0,0
1,0.049833333333333334,0.88,0.701,0,0,0
1,0.018194444444444444,0.402,0.256,0,0,0
1,0.010444444444444445,0.659,0.147,0,0,0
1,0.03627777777777778,0.804,0.51,0,1,0
1,0.029249999999999998,0.765,0.411,1,0,0
1,0.018833333333333334,0.406,0.265,0,0,0
1,0.016583333333333335,0.693,0.233,0,1,0
1,0.030166666666666665,0.77,0.424,1,0,0
1,0.030027777777777775,0.469,0.422,0,0,0
1,0.026416666666666665,1.049,0.372,0,1,0
1,0.023944444444444445,0.735,0.337,1,0,0
1,0.021194444444444443,0.419,0.298,0,0,0
1,0.03213888888888889,0.481,0.452,0,0,0
1,0.03219444444444445,1.081,0.453,1,0,0
1,0.013222222222222222,0.374,0.186,0,0,0
1,0.03752777777777778,0.811,0.528,1,0,0
1,0.03397222222222222,0.791,0.478,1,0,0
1,0.017666666666666667,0.399,0.248,0,0,0
1,0.03169444444444444,1.078,0.446,1,1,0
1,0.035305555555555555,0.499,0.496,0,0,0
1,0.041444444444444443,0.833,0.583,1,0,0
1,0.012333333333333333,0.669,0.174,1,0,0
1,0.030305555555555554,0.771,0.426,0,0,0
1,0.015777777777777776,0.689,0.222,0,1,0
1,0.022027777777777778,0.724,0.31,1,0,0
1,0.042249999999999996,0.838,0.594,0,0,0
1,0.03308333333333333,0.786,0.465,0,0,0
1,0.014361111111111113,0.435,0.338,0,0,0
1,0.016527777777777777,0.756,0.389,0,1,0
1,0.007888888888888888,0.374,0.186,0,0,0
1,0.018694444444444444,0.776,0.44,0,0,0
1,0.011944444444444445,0.712,0.281,1,0,0
1,0.01713888888888889,0.761,0.403,1,0,0
1,0.01838888888888889,0.773,0.433,0,1,0
1,0.02675,0.852,0.629,1,0,0
1,0.014305555555555556,0.435,0.337,0,0,0
1,0.01536111111111111,0.445,0.361,0,0,0
1,0.014027777777777778,0.432,0.33,0,0,0
1,0.005777777777777778,0.954,0.136,1,1,0
1,0.02486111111111111,0.834,0.585,1,0,0
1,0.007861111111111112,0.674,0.185,1,0,0
1,0.025638888888888888,1.141,0.604,0,1,0
1,0.01902777777777778,0.479,0.448,0,0,0
1,0.025277777777777777,0.838,0.595,1,0,0
1,0.00325,0.331,0.077,0,0,0
1,0.021166666666666667,0.499,0.498,0,0,0
1,0.01625,0.753,0.382,1,0,0
1,0.013972222222222221,0.732,0.329,0,0,1
1,0.015833333333333335,0.749,0.373,0,0,0
1,0.017833333333333333,0.768,0.42,0,1,0
1,0.01625,0.453,0.383,0,0,0
1,0.01513888888888889,1.043,0.356,1,0,0
1,0.036194444444444446,1.241,0.851,1,0,1
1,0.024194444444444442,0.828,0.57,0,0,0
1,0.012666666666666666,1.019,0.298,1,0,0
1,0.026583333333333334,0.85,0.626,0,0,0
1,0.024583333333333332,0.531,0.578,0,0,0
1,0.01125,0.706,0.265,1,0,0
1,0.004861111111111111,0.346,0.114,0,0,0
1,0.022416666666666668,0.511,0.528,0,0,0
1,0.008888888888888889,0.384,0.209,0,0,0
1,0.023583333333333335,0.522,0.555,0,0,0
1,0.009416666666666667,0.689,0.221,0,0,1
1,0.020277777777777777,0.791,0.477,1,0,0
1,0.011111111111111112,0.405,0.261,0,0,0
1,0.016305555555555556,0.753,0.384,0,0,0
1,0.009083333333333334,0.385,0.213,0,0,0
1,0.018916666666666665,0.778,0.445,0,0,0
1,0.017444444444444443,0.764,0.411,0,0,0
1,0.030416666666666668,0.586,0.716,0,0,0
1,0.025833333333333333,0.843,0.608,1,0,0
1,0.015055555555555556,0.742,0.354,0,0,0
1,0.006611111111111111,0.662,0.156,0,0,0
1,0.03413888888888889,0.921,0.803,1,0,0
1,0.015722222222222224,0.448,0.37,0,0,0
1,0.020833333333333332,0.496,0.49,0,0,0
1,0.029861111111111113,0.881,0.702,0,0,1
1,0.01463888888888889,0.438,0.345,0,0,0
1,0.026805555555555555,0.552,0.631,0,0,0
1,0.010861111111111111,0.702,0.255,1,0,0
1,0.011805555555555555,0.711,0.277,1,0,0
1,0.020305555555555552,0.491,0.478,0,0,0
1,0.019972222222222225,0.488,0.47,0,0,0
1,0.013666666666666667,0.729,0.322,0,0,0
1,0.0071111111111111115,0.667,0.167,1,0,0
1,0.009972222222222223,0.694,0.235,0,1,0
1,0.025083333333333332,0.536,0.591,0,0,0
1,0.01863888888888889,0.775,0.438,0,0,0
1,0.005333333333333333,0.35,0.125,0,0,0
1,0.004222222222222222,0.64,0.099,0,1,0
1,0.01338888888888889,0.426,0.315,0,0,0
1,0.0014444444444444446,0.313,0.034,0,0,0
1,0.006111111111111111,0.969,0.173,0,0,1
1,0.01386111111111111,1.057,0.393,1,0,0
1,0.013944444444444445,0.458,0.395,0,0,0
1,0.008305555555555556,0.694,0.236,0,1,0
1,0.003138888888888889,0.335,0.089,0,0,0
1,0.005527777777777777,0.963,0.156,1,0,0
1,0.02213888888888889,0.551,0.627,0,0,0
1,0.017972222222222223,0.504,0.509,0,0,0
1,0.008666666666666666,0.398,0.245,0,0,0
1,0.01113888888888889,1.026,0.316,1,0,0
1,0.011805555555555555,0.434,0.335,0,0,0
1,0.01822222222222222,0.806,0.516,0,0,0
1,0.0054444444444444445,0.362,0.155,0,0,0
1,0.024305555555555556,1.175,0.689,1,0,0
1,0.00825,0.393,0.234,0,0,0
1,0.012361111111111111,0.74,0.35,0,0,0
1,0.003361111111111111,0.338,0.095,0,0,0
1,0.007694444444444444,0.687,0.218,0,0,0
1,0.011083333333333332,0.426,0.314,0,0,0
1,0.020416666666666666,0.831,0.579,1,0,0
1,0.028666666666666667,0.925,0.812,0,0,0
1,0.012527777777777778,0.442,0.355,0,0,0
1,0.0052499999999999995,0.659,0.149,1,0,0
1,0.016833333333333332,0.791,0.477,1,0,0
1,0.024611111111111108,0.579,0.698,0,0,0
1,0.0054444444444444445,0.662,0.154,0,0,0
1,0.01622222222222222,0.484,0.46,0,0,0
1,0.006333333333333333,0.672,0.18,0,0,0
1,0.0038333333333333336,0.943,0.109,1,0,0
1,0.002444444444444445,0.328,0.069,0,0,0
1,0.018,1.104,0.511,1,1,0
1,0.009833333333333333,0.412,0.279,0,0,0
1,0.014138888888888888,0.46,0.4,0,0,0
1,0.002444444444444445,0.928,0.069,1,0,0
1,0.009055555555555556,0.403,0.256,0,0,0
1,0.01175,0.433,0.333,0,0,0
1,0.009361111111111112,0.406,0.266,0,0,0
1,0.021166666666666667,0.84,0.6,0,0,0
1,0.0245,1.178,0.695,1,0,0
1,0.00986111111111111,0.712,0.279,0,0,0
1,0.010638888888888889,0.421,0.302,0,0,0
1,0.011777777777777778,0.734,0.334,0,0,0
1,0.021666666666666667,0.546,0.614,0,0,0
1,0.028444444444444446,0.922,0.806,0,0,0
1,0.026416666666666665,0.899,0.749,0,0,0
1,0.010027777777777778,0.714,0.284,0,0,0
1,0.022222222222222223,1.152,0.63,1,0,0
1,0.01961111111111111,0.822,0.556,0,0,0
1,0.015472222222222222,0.776,0.439,1,0,0
1,0.017416666666666667,0.797,0.494,0,0,0
1,0.02436111111111111,1.476,0.69,1,0,1
1,0.012666666666666666,0.744,0.359,0,0,0
1,0.015416666666666667,0.475,0.437,0,0,0
1,0.006277777777777778,0.371,0.178,0,0,0
1,0.006083333333333333,0.669,0.172,0,0,0
1,0.024055555555555552,0.873,0.682,0,0,0
1,0.014416666666666666,1.064,0.409,0,1,0
1,0.008555555555555556,0.697,0.243,0,1,0
1,0.007305555555555556,0.683,0.207,1,0,0
1,0.025472222222222222,0.589,0.722,0,0,0
1,0.009,0.702,0.255,0,0,0
1,0.009694444444444445,0.71,0.275,0,0,0
1,0.004833333333333333,0.955,0.137,1,0,0
1,0.010444444444444445,0.718,0.296,1,0,0
1,0.014249999999999999,1.362,0.404,1,0,1
1,0.012888888888888889,0.446,0.366,0,0,0
1,0.012694444444444446,0.744,0.36,1,0,0
1,0.011166666666666667,0.427,0.317,0,0,0
1,0.020694444444444446,1.135,0.587,1,0,0
1,0.01025,0.416,0.29,0,0,0
1,0.00988888888888889,0.712,0.28,1,0,0
1,0.014416666666666666,0.764,0.409,1,0,0
1,0.006555555555555556,0.974,0.186,1,0,1
1,0.010194444444444445,0.416,0.289,0,0,0
1,0.024027777777777776,0.873,0.681,0,0,0
1,0.015055555555555556,0.471,0.426,0,0,0
1,0.013194444444444444,1.05,0.374,1,0,0
1,0.005805555555555555,0.366,0.165,0,0,0
1,0.015916666666666666,1.08,0.451,1,0,0
1,0.010611111111111111,0.72,0.301,1,0,0
1,0.02036111111111111,0.674,0.185,0,1,0
1,0.04777777777777778,0.474,0.436,0,0,0
1,0.052055555555555556,0.79,0.474,0,0,0
1,0.04338888888888889,0.758,0.395,1,0,0
1,0.013,0.947,0.118,1,0,0
1,0.014305555555555556,0.652,0.13,0,0,0
1,0.01463888888888889,0.653,0.133,0,0,0
1,0.029500000000000002,1.008,0.269,0,1,0
1,0.05452777777777778,0.799,0.497,0,1,0
1,0.02913888888888889,0.406,0.266,0,0,0
1,0.014722222222222222,0.354,0.134,0,0,0
1,0.029666666666666668,0.708,0.27,0,0,0
1,0.033277777777777774,0.721,0.303,0,0,0
1,0.024555555555555556,0.69,0.224,0,0,0
1,0.034611111111111106,0.426,0.316,0,0,0
1,0.07094444444444445,0.859,0.647,1,0,0
1,0.03177777777777778,1.016,0.29,1,1,0
1,0.05572222222222222,0.503,0.508,0,0,0
1,0.06630555555555555,0.542,0.604,0,0,0
1,0.00975,1.236,0.089,1,1,0
1,0.0085,0.331,0.078,0,0,0
1,0.051361111111111114,0.787,0.468,0,0,1
1,0.04538888888888889,0.766,0.414,0,0,0
1,0.042916666666666665,0.756,0.391,0,0,0
1,0.05197222222222222,0.789,0.474,0,0,0
1,0.03947222222222222,0.444,0.36,0,0,0
1,0.07663888888888888,0.579,0.699,0,0,0
1,0.07805555555555556,0.885,0.711,0,0,0
1,0.06961111111111111,1.154,0.635,1,0,0
1,0.07477777777777778,0.873,0.681,0,0,0
1,0.01211111111111111,0.344,0.11,0,0,0
1,0.03066666666666667,0.712,0.28,1,0,0
1,0.0037222222222222223,0.914,0.034,0,0,1
1,0.06213888888888888,0.527,0.566,0,0,0
1,0.04763888888888889,0.474,0.434,0,0,0
1,0.017833333333333333,0.665,0.162,0,0,0
1,0.08858333333333333,0.923,0.807,0,0,1
1,0.04886111111111111,0.478,0.445,0,0,0
1,0.028694444444444443,0.405,0.261,0,0,0
1,0.05255555555555555,0.792,0.479,0,1,0
1,0.028583333333333336,1.004,0.261,1,0,0
1,0.07291666666666667,1.166,0.664,1,1,0
1,0.02047222222222222,0.975,0.187,1,0,0
1,0.030944444444444445,0.713,0.282,0,1,0
1,0.012583333333333332,0.646,0.115,0,0,0
1,0.057583333333333334,0.51,0.525,0,0,0
1,0.031083333333333334,0.713,0.283,1,0,0
1,0.027694444444444445,0.701,0.253,1,0,0
1,0.023583333333333335,0.686,0.215,1,0,0
1,0.012888888888888889,0.347,0.117,0,0,0
1,0.018055555555555554,0.366,0.165,0,0,0
1,0.013027777777777777,0.948,0.119,1,0,0
1,0.043333333333333335,0.458,0.395,0,0,0
1,0.03775,0.738,0.344,0,0,0
1,0.09322222222222223,0.94,0.85,0,0,0
1,0.04961111111111111,0.781,0.452,0,0,0
1,0.028527777777777777,1.004,0.26,1,1,0
1,0.055749999999999994,0.503,0.508,0,0,0
1,0.05488888888888889,0.8,0.5,0,0,0
1,0.03713888888888889,0.735,0.338,1,0,0
1,0.05597222222222222,0.538,0.596,0,0,0
1,0.031138888888888886,0.433,0.332,0,0,0
1,0.050277777777777775,0.814,0.535,1,0,0
1,0.029694444444444447,1.027,0.316,1,0,0
1,0.022694444444444444,0.997,0.242,1,0,0
1,0.036222222222222225,0.754,0.386,1,0,0
1,0.028,0.419,0.298,0,0,0
1,0.021333333333333333,0.991,0.227,1,0,0
1,0.04827777777777778,0.806,0.514,0,0,0
1,0.010777777777777777,0.346,0.115,0,0,0
1,0.060500000000000005,0.858,0.644,0,0,0
1,0.06858333333333333,0.892,0.73,0,0,0
1,0.04816666666666667,0.505,0.513,0,0,0
1,0.024694444444444446,0.705,0.263,0,0,0
1,0.03186111111111111,0.436,0.339,0,0,0
1,0.023944444444444445,0.402,0.255,0,0,0
1,0.04822222222222222,0.805,0.514,0,0,0
1,0.04097222222222222,0.775,0.436,1,0,0
1,0.04902777777777778,0.509,0.522,0,0,0
1,0.023333333333333334,0.699,0.249,0,0,0
1,0.06194444444444445,0.864,0.66,1,0,0
1,0.025138888888888888,0.707,0.268,1,0,0
1,0.009916666666666667,0.942,0.106,1,0,0
1,0.05480555555555556,1.133,0.584,1,0,0
1,0.05325,0.527,0.567,0,0,0
1,0.021083333333333336,0.39,0.225,0,0,0
1,0.07716666666666668,0.629,0.822,0,0,0
1,0.03805555555555556,0.462,0.405,0,0,0
1,0.0565,0.841,0.602,1,0,0
1,0.07577777777777778,0.623,0.807,0,0,0
1,0.03922222222222222,1.067,0.418,1,0,0
1,0.04669444444444444,0.799,0.497,1,0,0
1,0.07300000000000001,0.611,0.778,0,0,0
1,0.03388888888888889,0.744,0.361,0,0,0
1,0.015277777777777777,0.665,0.163,1,0,0
1,0.018666666666666668,0.68,0.199,0,0,0
1,0.02788888888888889,0.419,0.297,0,0,0
1,0.025083333333333332,0.707,0.267,0,0,0
1,0.05633333333333334,0.84,0.6,0,0,0
1,0.01213888888888889,0.652,0.129,0,0,0
1,0.01897222222222222,0.681,0.202,0,0,0
1,0.036555555555555556,0.456,0.389,0,0,0
1,0.05325,0.827,0.567,0,0,0
1,0.04086111111111111,0.474,0.435,0,0,0
1,0.03983333333333333,0.47,0.424,0,0,0
1,0.035666666666666666,0.752,0.38,0,0,0
1,0.04691666666666667,0.8,0.5,0,0,0
1,0.06941666666666667,0.896,0.739,0,0,0
1,0.06675,0.584,0.711,0,0,0
1,0.03794444444444444,0.762,0.404,0,0,1
1,0.024305555555555556,0.404,0.259,0,0,0
1,0.04769444444444444,1.103,0.508,0,1,0
1,0.05052777777777778,0.515,0.538,0,0,0
1,0.006638888888888889,0.628,0.071,0,0,0
1,0.04833333333333333,0.506,0.515,0,0,0
1,0.035027777777777776,1.049,0.373,1,0,0
1,0.07397222222222223,0.915,0.788,0,0,0
1,0.03297222222222222,0.74,0.351,1,0,0
1,0.04952777777777778,0.511,0.527,0,0,0
1,0.007861111111111112,0.634,0.084,1,0,0
1,0.01961111111111111,0.384,0.209,0,0,0
1,0.0225,0.396,0.24,0,0,0
1,0.035333333333333335,0.451,0.376,0,0,0
1,0.06108333333333334,0.56,0.65,0,0,0
1,0.008777777777777778,0.337,0.093,0,0,0
1,0.05266666666666667,1.124,0.561,1,1,0
1,0.03658333333333333,1.056,0.39,1,0,0
1,0.030416666666666668,1.03,0.324,1,1,0
1,0.058583333333333334,0.85,0.624,0,1,0
1,0.02441666666666667,0.404,0.26,0,0,0
1,0.05408333333333333,0.83,0.576,0,0,0
1,0.05763888888888889,0.846,0.614,0,0,0
1,0.07744444444444444,0.93,0.825,0,0,0
1,0.009222222222222224,0.34,0.101,0,0,0
1,0.027916666666666666,0.722,0.305,1,0,0
1,0.005861111111111111,0.326,0.064,0,0,0
1,0.03,0.431,0.328,0,0,0
1,0.057777777777777775,0.853,0.632,1,0,0
1,0.0006944444444444445,0.903,0.008,1,0,0
1,0.04538888888888889,0.799,0.497,0,0,0
1,0.015055555555555556,0.366,0.165,0,0,0
1,0.06725,0.894,0.736,0,0,0
1,0.007361111111111111,0.932,0.081,1,0,1
1,0.04297222222222222,0.488,0.47,0,0,0
1,0.06794444444444445,0.597,0.743,0,0,0
1,0.04752777777777777,1.108,0.52,1,0,0
1,0.06133333333333334,0.869,0.671,1,0,0
1,0.01813888888888889,0.379,0.198,0,0,0
1,0.03930555555555556,1.072,0.43,1,0,0
1,0.013277777777777777,0.658,0.145,1,0,0
1,0.07391666666666667,0.624,0.809,0,0,0
1,0.03325,0.746,0.364,0,0,0
1,0.034916666666666665,0.453,0.382,0,0,0
1,0.01955555555555556,0.986,0.214,1,0,0
1,0.05408333333333333,0.837,0.592,1,0,0
1,0.029,0.727,0.317,1,0,0
1,0.0085,0.337,0.093,0,0,0
1,0.017444444444444443,0.676,0.191,0,0,0
1,0.036888888888888895,0.461,0.404,0,0,0
1,0.006833333333333334,0.33,0.075,0,0,0
1,0.04994444444444445,0.519,0.546,0,0,0
1,0.03777777777777778,0.465,0.413,0,0,0
1,0.012027777777777776,0.653,0.132,1,0,0
1,0.017222222222222222,0.375,0.189,0,0,0
1,0.043666666666666666,0.791,0.478,1,0,0
1,0.008583333333333333,0.638,0.094,0,0,0
1,0.013916666666666667,0.361,0.152,0,0,0
1,0.027611111111111114,0.421,0.302,0,0,0
1,0.04236111111111111,0.785,0.464,0,0,0
1,0.058388888888888886,0.856,0.639,0,0,0
1,0.028194444444444446,0.723,0.309,0,0,0
1,0.00488888888888889,0.321,0.054,0,0,0
1,0.058249999999999996,0.855,0.637,0,0,0
1,0.021722222222222223,0.395,0.238,0,0,0
1,0.033638888888888885,0.747,0.368,0,0,0
1,0.0195,0.385,0.213,0,0,0
1,0.011583333333333334,0.351,0.127,0,0,0
1,0.03255555555555556,1.043,0.356,0,1,0
1,0.030694444444444444,0.734,0.336,1,0,0
1,0.008833333333333334,0.639,0.097,0,1,0
1,0.04758333333333334,1.108,0.521,0,0,1
1,0.026805555555555555,0.717,0.293,0,0,0
1,0.043305555555555555,0.49,0.474,0,0,0
1,0.03980555555555556,0.474,0.436,0,0,0
1,0.028722222222222225,0.726,0.314,0,0,0
1,0.066,0.889,0.722,1,0,0
1,0.059166666666666666,0.559,0.647,0,0,0
1,0.042138888888888885,1.084,0.461,1,0,0
1,0.05625,0.546,0.615,0,0,0
1,0.02436111111111111,0.407,0.267,0,0,0
1,0.04902777777777778,0.815,0.536,1,0,0
1,0.04894444444444444,0.814,0.536,1,0,0
1,0.020194444444444445,0.688,0.221,0,1,0
1,0.03949999999999999,1.073,0.432,1,1,0
1,0.021944444444444444,0.396,0.24,0,0,0
1,0.05566666666666667,0.544,0.609,0,0,0
1,0.012694444444444446,0.656,0.139,0,0,0
1,0.042388888888888886,0.786,0.464,0,0,0
1,0.04422222222222222,0.794,0.484,0,0,1
1,0.023444444444444445,0.792,0.479,0,0,0
1,0.017277777777777777,0.441,0.353,0,0,0
