user_id,video_id,interaction_types,timestamp,watch_time_seconds,watch_time_ratio,engagement_strength,device_type,session_id
user_000003,3nRtQQh5VPY,view,2024-04-05 19:23:22,59.2,0.236,0.394,mobile,session_2966927
user_000003,1sdTxz94FFw,view,2025-03-22 15:47:28,47.7,0.167,0.667,mobile,session_1766164
user_000003,rRZrp13w7ic,"view,like",2023-09-20 04:32:29,102.8,0.334,0.734,tablet,session_7546753
user_000003,YomQcvtQA-M,view,2024-12-02 07:48:42,56.9,0.199,0.38,desktop,session_9720435
user_000003,TfxLjCUySRM,"view,like",2024-07-20 17:51:27,183.4,0.731,0.892,mobile,session_8970529
user_000004,wcFT49V270w,"view,like,comment",2024-10-13 19:07:07,36.0,0.087,0.935,mobile,session_4836695
user_000004,QY4cgYNUOdI,"view,comment",2025-05-26 17:51:25,178.6,0.379,0.752,desktop,session_5981630
user_000004,8WGsQ0Y7uyU,view,2024-11-18 03:56:51,45.3,0.262,0.405,mobile,session_2811477
user_000004,lSSkOzo_Hwc,"view,like,comment",2024-03-20 01:42:18,73.4,0.375,1.35,mobile,session_4568816
user_000004,W6qpSIoYyfk,view,2024-01-21 01:55:03,173.1,0.474,0.49,desktop,session_8460612
user_000004,mx7Yv0zAtAk,"view,like,comment",2023-10-09 00:33:08,90.8,0.738,1.195,mobile,session_4932138
user_000004,MFBQjYFNLw0,view,2024-03-16 06:22:46,208.1,0.631,0.552,desktop,session_5090445
user_000004,kOil2HSDq0E,"view,comment",2024-12-23 11:13:11,55.5,0.206,0.982,desktop,session_5461557
user_000004,r4evQe47qE0,"view,like",2024-12-18 13:15:57,276.7,0.584,0.834,mobile,session_2623547
user_000004,Sf8WBuXclVU,"view,comment",2024-03-09 03:52:34,71.1,0.295,0.718,mobile,session_1576120
user_000004,YomQcvtQA-M,"view,comment",2025-02-08 23:50:40,178.4,0.624,0.849,tablet,session_6747016
user_000004,cL98eAbgq0Q,"view,comment",2023-08-05 07:53:14,101.3,0.408,0.763,desktop,session_1980772
user_000004,2JLZ-ycl710,"view,like,comment",2024-06-18 09:06:12,99.0,0.284,1.014,desktop,session_7591671
user_000004,uKOsEVyx17Y,"view,like",2023-09-06 11:36:17,191.5,0.618,0.847,desktop,session_6071273
user_000004,WxJH6RBAXqA,"view,comment",2023-11-15 00:13:46,72.2,0.189,0.675,mobile,session_7983526
user_000004,5RxBSY68bwQ,"view,like,comment",2024-02-03 19:26:45,170.5,0.613,1.145,desktop,session_7398486
user_000004,pQ72v_9C0U4,view,2024-06-28 16:08:01,90.8,0.531,0.512,desktop,session_8733466
user_000004,lTPZ1zY6r04,"view,like,comment",2025-03-03 15:45:09,74.2,0.472,1.089,desktop,session_8635931
user_000004,xhNkjaNQmYk,"view,like,comment",2025-03-16 17:25:38,332.8,0.832,1.533,mobile,session_7299560
user_000004,f82KNnLwZPc,"view,like,comment",2023-08-10 02:40:50,158.8,0.533,1.113,desktop,session_5956739
user_000004,Cwsba0yb_dc,"view,like",2024-04-07 00:31:54,73.7,0.3,0.72,desktop,session_5265753
user_000004,RmWHKqjG_vQ,"view,like,comment",2023-07-29 14:19:28,103.3,0.286,1.014,desktop,session_4692889
user_000004,KimevNRWNV4,"view,like,comment",2024-11-08 10:51:25,204.9,0.692,1.477,desktop,session_5040189
user_000004,yZVyZN2kZKY,"view,comment",2024-01-03 17:10:40,29.5,0.163,0.665,desktop,session_8451439
user_000004,om80E5pOkQM,view,2023-10-11 14:12:02,100.6,0.404,0.462,mobile,session_2111252
user_000004,eAl8NZ0hJt0,"view,comment",2024-03-24 12:16:30,85.4,0.544,0.818,tablet,session_3766199
user_000004,FTwDVMUysfk,"view,like",2023-09-06 12:53:47,224.6,0.528,0.811,desktop,session_9132927
user_000004,yq2rKzQrYVg,view,2024-01-05 16:12:48,220.3,0.487,0.495,desktop,session_3876515
user_000004,y0eQ6TPsPY8,view,2024-05-31 21:35:13,75.9,0.516,0.507,mobile,session_7952942
user_000004,ywyWULfwE74,"view,like",2024-07-18 21:22:35,89.1,0.409,0.764,mobile,session_6820128
user_000004,yxucvKpCtDo,"view,like",2025-02-27 06:07:56,216.3,0.714,0.886,mobile,session_3093274
user_000004,pRrc0B9FlOU,view,2024-05-05 19:00:48,45.8,0.232,0.393,mobile,session_4530060
user_000004,bELTBXNlDp8,"view,comment",2024-04-16 06:02:39,49.7,0.334,0.734,desktop,session_7858732
user_000004,3nRtQQh5VPY,view,2024-01-16 23:09:00,122.6,0.488,0.495,desktop,session_9464166
user_000005,hncv-bDkrPw,view,2024-09-17 01:08:02,127.5,0.705,0.582,mobile,session_7771773
user_000005,u1ggiYDc_JA,view,2025-02-09 06:36:30,89.8,0.502,0.501,mobile,session_3645965
user_000005,i1U7pMyHA4k,"view,comment",2024-03-24 12:08:40,81.9,0.536,0.814,desktop,session_5732166
user_000005,DfN6Xn9bgTc,view,2024-06-29 00:34:43,165.7,0.797,0.619,desktop,session_4940470
user_000005,ui_r92Li-Gc,"view,comment",2023-10-20 02:28:46,73.3,0.185,0.674,desktop,session_7462542
user_000005,FEL7rdDJzxM,"view,like",2023-11-03 14:08:46,107.3,0.534,0.814,tablet,session_3537746
user_000005,pRrc0B9FlOU,view,2023-09-16 17:44:27,102.8,0.522,0.509,tablet,session_5081819
user_000005,FehqXMk0XHQ,view,2024-04-15 12:56:05,154.8,0.49,0.496,tablet,session_8125211
user_000005,rKi2MncpSAA,view,2024-06-11 17:27:51,222.7,0.502,0.501,mobile,session_1422192
user_000005,EQhLO7NZmZk,view,2025-02-18 02:44:39,177.7,0.373,0.449,desktop,session_3000835
user_000005,z4JTpNL3Wxs,view,2023-08-17 23:49:38,133.0,0.359,0.444,desktop,session_1395197
user_000005,5RxBSY68bwQ,"view,like",2023-12-18 09:10:08,126.2,0.454,0.782,desktop,session_2532985
user_000005,TfxLjCUySRM,"view,like",2024-10-20 03:43:04,204.2,0.814,0.925,desktop,session_1609636
user_000005,irbGBNQaZ1E,"view,like",2024-01-15 17:55:29,174.4,0.587,0.835,mobile,session_3813620
user_000005,wERnQNuwQbM,"view,like",2023-08-25 23:26:31,125.2,0.374,0.75,mobile,session_7421509
user_000005,ualXuiy2SN4,"view,share",2024-12-18 09:58:51,115.3,0.277,0.711,desktop,session_9887189
user_000005,xjYnDXIVPNo,view,2025-05-03 02:37:42,122.9,0.249,0.4,mobile,session_5368270
user_000006,yE1vy3JnftM,view,2023-12-10 19:03:09,33.2,0.101,0.34,mobile,session_7239274
user_000006,MSGbQQztyYQ,view,2024-11-09 04:21:35,95.9,0.5,0.8,desktop,session_8672115
user_000006,f82KNnLwZPc,view,2025-01-18 13:05:01,93.6,0.314,0.426,mobile,session_2942781
user_000006,cQCaxW926yg,"view,like",2024-03-05 14:47:49,168.3,0.563,0.825,mobile,session_8278085
user_000006,uPXMOO1EiN0,"view,like",2024-12-10 23:48:11,173.7,0.575,1.13,desktop,session_2680226
user_000006,rHABPG_ylvQ,"view,like",2023-06-06 05:29:54,120.3,0.346,0.738,mobile,session_8079443
user_000006,Fshh4w2zEbg,view,2023-06-17 20:22:30,80.0,0.37,0.448,desktop,session_2185459
user_000006,idie66aX9qM,view,2025-05-09 18:11:03,110.5,0.228,0.391,tablet,session_9257788
user_000007,pjKHUc8CZ0g,"view,like,comment",2024-10-02 00:13:38,37.1,0.079,1.232,mobile,session_6149657
user_000007,WiYH7IxylcE,"view,share",2024-06-28 21:01:13,116.7,0.364,0.745,mobile,session_1910614
user_000007,u1ggiYDc_JA,view,2023-09-29 07:37:50,29.2,0.163,0.365,mobile,session_3761324
user_000007,Cwsba0yb_dc,view,2024-09-28 00:51:35,90.7,0.369,0.447,desktop,session_7858735
user_000007,cT6hNPugRQQ,"view,like,comment",2023-07-19 13:34:52,68.8,0.221,0.988,mobile,session_6657653
user_000007,8Iq_jpo5inE,view,2024-05-16 15:31:59,13.1,0.101,0.34,mobile,session_1094827
user_000007,vRCCZzmv5xs,view,2024-12-04 22:21:36,71.3,0.191,0.676,mobile,session_2664378
user_000007,rI7GbgEhwoY,"view,like,comment",2024-02-24 23:34:33,132.3,0.334,1.034,mobile,session_5012037
user_000007,RhYLGrvuqPA,"view,like",2025-01-25 06:24:21,101.6,0.627,0.851,desktop,session_7794455
user_000007,AJCkmFnWA4s,"view,comment",2024-04-30 08:21:29,48.1,0.283,1.013,mobile,session_9341671
user_000007,cKKw3VfhMfg,view,2024-08-12 05:37:52,126.4,0.396,0.459,mobile,session_8786672
user_000007,Sya7CnxWBXo,"view,comment",2024-12-13 23:43:38,243.0,0.62,0.848,tablet,session_8812573
user_000007,gOftqcLvsSE,"view,like,comment",2025-02-05 15:18:17,92.3,0.591,1.137,desktop,session_8500854
user_000007,NS1X-mcitLI,"view,like,share",2024-06-07 08:49:40,94.1,0.282,1.013,desktop,session_5701028
user_000007,bELTBXNlDp8,view,2024-05-24 02:55:07,95.2,0.639,0.556,desktop,session_9116381
user_000007,ibKjl4ZyA9w,"view,like",2024-11-14 05:13:05,51.0,0.256,1.003,mobile,session_2103427
user_000007,z4lRJPx6pX0,view,2024-02-11 07:52:14,36.2,0.217,0.387,desktop,session_2293578
user_000007,pQ72v_9C0U4,view,2024-02-04 00:33:19,131.6,0.769,0.608,mobile,session_6362793
user_000007,ijy-DGWS-fQ,view,2025-02-10 22:28:28,137.9,0.385,0.454,mobile,session_4033245
user_000007,mx7Yv0zAtAk,"view,like,comment",2024-03-27 05:29:26,53.2,0.432,1.073,tablet,session_9078525
user_000007,ezu083rBXs0,view,2024-12-12 07:22:08,88.8,0.271,0.709,mobile,session_2153827
user_000008,vOR4lA-aOfI,view,2024-08-12 06:17:26,27.0,0.161,0.364,desktop,session_9009049
user_000008,RRAysUaj2DA,view,2023-07-31 11:57:41,37.6,0.157,0.363,desktop,session_6936337
user_000008,cT6hNPugRQQ,"view,share",2024-09-16 17:22:18,83.9,0.27,0.708,mobile,session_6466610
user_000008,0GvV_83Wlf8,"view,like",2023-06-06 18:30:16,175.7,0.495,0.798,desktop,session_1509198
user_000008,iHil5m6L0to,view,2024-04-05 01:53:00,124.9,0.445,0.778,mobile,session_8909670
user_000008,y0eQ6TPsPY8,view,2024-09-22 11:32:58,49.5,0.336,0.435,desktop,session_1268496
user_000008,mLkET5LSFTE,view,2024-10-20 08:30:07,68.0,0.548,0.819,desktop,session_7834454
user_000008,3RnfV-yicmw,"view,like",2023-08-07 00:35:37,52.3,0.342,0.737,mobile,session_6440347
user_000008,qscAYU5D2oM,view,2024-03-05 22:03:17,38.3,0.297,0.419,desktop,session_4350678
user_000008,r7B491zbxnw,view,2023-12-05 13:47:57,64.1,0.509,0.504,mobile,session_2186515
user_000008,-hZZ-11yg0I,view,2023-06-20 07:04:24,8.5,0.051,0.32,mobile,session_3277463
user_000008,WBygvBTjRMA,view,2023-07-11 22:20:56,142.6,0.548,0.519,mobile,session_6350633
user_000008,ui_r92Li-Gc,view,2024-10-20 04:22:55,172.0,0.436,0.474,mobile,session_5908855
user_000008,qYk0KzNLjDI,view,2024-03-19 21:43:41,275.9,0.793,0.917,mobile,session_2756675
user_000008,d9ZKYP2EK5A,view,2023-08-18 06:05:05,88.6,0.317,0.427,desktop,session_2503148
user_000008,9Q10HCcHtpY,"view,share",2025-01-15 15:34:06,22.0,0.173,0.969,desktop,session_2123588
user_000008,lSSkOzo_Hwc,view,2024-10-21 21:48:14,88.0,0.449,0.78,mobile,session_5618300
user_000008,1aJO2VkfZiY,view,2023-07-10 09:27:25,123.9,0.444,0.778,desktop,session_1823209
user_000008,r4evQe47qE0,"view,like",2023-11-29 22:55:50,223.0,0.47,1.088,mobile,session_1106298
user_000008,fDitQjJwYkE,view,2024-10-23 16:30:41,40.0,0.09,0.636,tablet,session_5031596
user_000008,HKm5Ax0EfWg,view,2024-10-13 19:42:52,62.2,0.353,0.441,tablet,session_7820777
user_000008,zlKkyKw7xfw,view,2023-09-10 09:29:51,245.7,0.641,0.557,mobile,session_9580460
user_000008,s8CuBT-MDYE,view,2025-01-29 02:55:34,242.2,0.706,0.883,mobile,session_2755283
user_000008,7p6Ywa7EB04,"view,share",2024-11-06 21:22:11,225.1,0.527,0.811,mobile,session_6660614
user_000008,RpcntqWGzAg,view,2023-07-28 02:33:49,139.8,0.404,0.462,mobile,session_2909235
user_000008,evElKi784UA,"view,share",2024-02-07 01:24:20,60.0,0.37,0.748,desktop,session_1863356
user_000008,mx7Yv0zAtAk,"view,like",2025-03-08 20:30:23,8.4,0.069,0.627,desktop,session_2655397
user_000008,mW-aDFm2w_k,view,2023-06-20 06:10:25,104.0,0.626,0.551,desktop,session_1629816
user_000008,om80E5pOkQM,view,2024-10-09 13:32:28,132.1,0.53,0.512,tablet,session_3377558
user_000008,z4JTpNL3Wxs,view,2025-01-15 01:46:11,115.7,0.313,0.425,desktop,session_3745268
user_000008,bELTBXNlDp8,"view,like",2025-05-10 23:04:57,73.1,0.49,0.796,mobile,session_5157788
user_000008,rjPWhnHIEUA,view,2025-03-24 09:26:47,113.1,0.78,0.612,mobile,session_1382926
user_000008,FEL7rdDJzxM,view,2023-11-14 06:22:18,134.6,0.67,0.568,mobile,session_7280281
user_000009,PhsRrmq1YRI,"view,comment",2023-09-18 13:09:31,27.0,0.097,0.639,mobile,session_3228803
user_000009,10r7mRtkE0s,view,2024-07-01 02:31:22,160.7,0.532,0.813,mobile,session_2927806
user_000009,9GXE4Z7qkmA,view,2023-12-04 11:23:13,40.0,0.234,0.394,desktop,session_2683404
user_000009,mW-aDFm2w_k,view,2024-09-26 16:42:41,136.9,0.825,0.63,mobile,session_2045401
user_000009,QSxS6WlAHEQ,view,2023-08-31 18:16:22,210.1,0.511,0.504,tablet,session_8293384
user_000009,qZt442xDsAw,"view,like",2024-09-01 08:52:43,44.1,0.126,0.65,mobile,session_7123255
user_000009,rgkJiQbfE8Q,view,2023-08-03 03:22:16,201.5,0.596,0.538,mobile,session_6362048
user_000009,H5DQF1MCPZI,view,2025-02-03 06:34:56,45.8,0.332,0.433,desktop,session_6244974
user_000009,eAl8NZ0hJt0,view,2023-10-14 11:16:07,76.5,0.487,0.495,desktop,session_5995484
user_000009,0GvV_83Wlf8,"view,comment",2023-12-22 00:25:37,190.2,0.536,0.814,tablet,session_6706315
user_000009,yq2rKzQrYVg,view,2023-07-27 16:19:32,120.5,0.267,0.407,desktop,session_1232129
user_000009,LVmUIqNKPew,view,2024-07-29 21:18:54,187.6,0.47,0.488,desktop,session_1890960
user_000009,WBygvBTjRMA,view,2024-05-14 13:02:33,64.0,0.246,0.398,desktop,session_4791065
user_000009,fcPakT4ECyk,view,2024-07-20 12:47:21,127.4,0.379,0.452,mobile,session_1054765
user_000009,kCGKcmu9Pho,view,2024-06-24 07:34:54,144.4,0.296,0.418,mobile,session_5264007
user_000009,yjsNEL7DQuY,"view,like",2023-12-26 09:05:02,262.4,0.53,0.812,desktop,session_4354554
user_000009,8AEye_DhrLE,view,2024-09-01 02:45:00,69.5,0.281,0.413,desktop,session_4255351
user_000009,stTeA9w9HbU,view,2025-03-14 18:57:02,60.5,0.274,0.409,mobile,session_3392160
user_000009,u1ggiYDc_JA,view,2025-03-24 03:31:19,120.2,0.671,0.569,mobile,session_3706197
user_000009,pjKHUc8CZ0g,view,2024-10-01 07:45:55,323.2,0.688,0.875,mobile,session_5501696
user_000009,uuzCB0gt8kM,view,2025-01-31 16:53:45,78.4,0.448,0.479,mobile,session_6710021
user_000009,iHil5m6L0to,view,2024-11-08 23:19:54,25.6,0.091,0.636,desktop,session_3789051
user_000009,RWM1ZTfBuG8,view,2024-02-26 17:14:55,208.0,0.562,0.525,mobile,session_3207735
user_000009,FEL7rdDJzxM,view,2024-05-27 00:15:00,72.8,0.362,0.445,mobile,session_9182889
user_000010,1vpfHf42UuI,"view,comment",2023-07-17 21:31:24,63.3,0.235,0.694,desktop,session_8012650
user_000010,yyMFVp5Ut0Y,"view,like",2025-01-13 18:55:12,405.3,0.819,1.228,tablet,session_8794773
user_000010,ywyWULfwE74,"view,comment",2025-03-08 20:59:05,40.4,0.186,0.674,desktop,session_2684734
user_000010,oDT6cGIkn_Q,view,2024-12-24 19:19:07,31.9,0.075,0.33,desktop,session_2367220
user_000010,r7B491zbxnw,view,2024-09-26 15:30:48,63.6,0.504,0.502,mobile,session_8879200
user_000010,uKOsEVyx17Y,view,2025-03-02 20:21:31,120.2,0.388,0.755,desktop,session_7587209
user_000011,lTPZ1zY6r04,view,2023-12-21 00:51:55,36.7,0.234,0.394,desktop,session_6713626
user_000011,TfxLjCUySRM,view,2024-07-20 02:51:47,92.1,0.367,0.447,mobile,session_3847273
user_000011,xAJOrJ0QbJE,view,2023-07-16 00:23:33,297.8,0.662,0.565,mobile,session_9056870
user_000012,r7B491zbxnw,view,2025-01-06 08:09:04,58.8,0.467,0.487,desktop,session_6734804
user_000012,mLkET5LSFTE,"view,like",2024-07-01 14:45:31,31.2,0.251,0.701,tablet,session_6995453
user_000012,pjKHUc8CZ0g,view,2024-06-01 13:35:05,330.4,0.703,0.581,mobile,session_1282536
user_000012,hwNn7VlnczQ,view,2025-03-03 10:53:15,226.9,0.607,0.543,mobile,session_9940474
user_000012,i1U7pMyHA4k,view,2024-07-11 15:06:36,90.4,0.591,0.536,mobile,session_1804303
user_000012,OiS5rleK-F0,view,2024-05-11 02:36:18,111.3,0.504,0.501,mobile,session_6909058
user_000012,jjOsejIqlR0,view,2024-08-07 06:21:54,153.8,0.336,0.435,mobile,session_4732421
user_000012,iHil5m6L0to,view,2024-07-24 05:21:09,129.2,0.46,0.484,mobile,session_3080185
user_000012,z9kvKAg_uTQ,view,2023-09-17 09:34:38,79.7,0.353,0.441,mobile,session_4836777
user_000012,zD4gR7-ZMhE,view,2024-08-02 16:50:05,16.7,0.093,0.337,desktop,session_9038932
user_000012,kuQdKwof1Bk,view,2023-06-18 12:02:48,118.9,0.437,0.475,desktop,session_6786180
user_000012,Wi63l8M75HE,"view,share",2024-07-25 10:29:04,118.4,0.633,1.153,desktop,session_8312680
user_000012,rgkJiQbfE8Q,view,2023-11-07 02:56:47,112.1,0.332,0.433,desktop,session_4576314
user_000012,fr4QsFwCbtQ,view,2024-06-06 15:31:40,87.4,0.271,0.708,mobile,session_4119196
user_000013,kJZb3vFfp3U,"view,like",2023-10-19 02:46:54,93.3,0.676,0.871,mobile,session_6066664
user_000013,WiYH7IxylcE,view,2024-12-15 13:49:11,272.6,0.849,0.64,desktop,session_1162360
user_000013,kOil2HSDq0E,view,2024-11-09 01:37:18,117.1,0.435,0.774,mobile,session_6494926
user_000013,om80E5pOkQM,view,2023-10-30 10:44:55,186.4,0.749,0.599,mobile,session_7202646
user_000013,ze_1aoKAioE,view,2024-08-29 14:32:55,40.8,0.104,0.642,desktop,session_2394660
user_000013,48oHOsvSshw,view,2024-03-06 11:51:19,176.7,0.417,0.467,mobile,session_3589539
user_000013,jqK7MmsATeM,"view,like",2024-10-11 21:57:47,105.3,0.638,0.855,tablet,session_6051888
user_000013,cKKw3VfhMfg,view,2024-08-15 03:14:18,210.2,0.659,0.564,desktop,session_5673329
user_000013,z4lRJPx6pX0,view,2024-01-07 08:02:26,24.9,0.149,0.36,mobile,session_4514984
user_000013,lSSkOzo_Hwc,"view,like",2024-04-17 19:31:16,66.8,0.341,1.036,mobile,session_5123502
user_000013,9Q10HCcHtpY,"view,like",2025-01-20 06:54:57,49.9,0.393,1.057,mobile,session_7910510
user_000013,9GXE4Z7qkmA,view,2023-05-30 05:15:40,125.5,0.734,0.594,mobile,session_5278625
user_000013,1aJO2VkfZiY,"view,like",2024-07-08 20:35:43,86.8,0.311,0.724,desktop,session_8046257
user_000013,OiS5rleK-F0,view,2025-05-24 05:22:01,89.2,0.404,0.761,mobile,session_2179180
user_000013,FehqXMk0XHQ,"view,like",2024-04-30 14:05:49,244.8,0.775,0.91,mobile,session_7519336
